,id,x_intercept,y_intercept,utility,alpha,rho,opt_x,opt_y,noisy_x,noisy_y,noise_type,noise_param,noise_free_disposal
23,2,680.0,170.0,ces,0.6900978675098088,0.39778347373251677,614.8729681606188,16.281757959845294,680.0,0.0,jittering,50,False
24,3,400.0,2000.0,ces,0.9616231168819778,-0.062451727050732514,383.1879327349854,84.06033632507302,380.0166830420518,99.91658478974104,jittering,50,False
25,3,420.0,1680.0,ces,0.9616231168819778,-0.062451727050732514,402.12418176150805,71.50327295396778,388.9714754968973,124.11409801241066,jittering,50,False
26,3,470.0,1410.0,ces,0.9616231168819778,-0.062451727050732514,449.66971917236486,60.99084248290541,438.58280229195526,94.25159312413425,jittering,50,False
27,3,500.0,1250.0,ces,0.9616231168819778,-0.062451727050732514,478.14919227823634,54.627019304409146,452.12494672743566,119.6876331814108,jittering,50,False
28,3,510.0,1020.0,ces,0.9616231168819778,-0.062451727050732514,487.43093326729735,45.1381334654053,481.0478403192071,57.90431936158574,jittering,50,False
29,3,560.0,800.0,ces,0.9616231168819778,-0.062451727050732514,534.7455890789128,36.07772988726749,530.7306253741859,41.813392322591575,jittering,50,False
30,3,600.0,750.0,ces,0.9616231168819778,-0.062451727050732514,572.7381720891512,34.07728488856094,571.8192799369497,35.22590007881287,jittering,50,False
31,3,610.0,610.0,ces,0.9616231168819778,-0.062451727050732514,581.9347090492319,28.065290950768144,562.2618523713144,47.738147628685596,jittering,50,False
32,3,630.0,420.0,ces,0.9616231168819778,-0.062451727050732514,600.3483159642774,19.767789357148406,532.8981736444708,64.73455090368608,jittering,50,False
33,3,640.0,320.0,ces,0.9616231168819778,-0.062451727050732514,609.3885198091089,15.305740095445572,620.327199647701,9.8364001761495,jittering,50,False
34,3,660.0,220.0,ces,0.9616231168819778,-0.062451727050732514,627.707748193031,10.764083935656345,571.674530008098,29.441823330633976,jittering,50,False
35,3,680.0,170.0,ces,0.9616231168819778,-0.062451727050732514,646.1900075656699,8.452498108582517,648.9687658679862,7.757808533003447,jittering,50,False
36,4,400.0,2000.0,ces,0.6308462119317721,-0.24647264586863768,271.50897313631276,642.4551343184362,269.2064911740969,653.9675441295152,jittering,50,False
37,4,420.0,1680.0,ces,0.6308462119317721,-0.24647264586863768,281.01226091743484,555.9509563302606,268.3156735072837,606.7373059708652,jittering,50,False
38,4,470.0,1410.0,ces,0.6308462119317721,-0.24647264586863768,308.49053854867816,484.5283843539655,301.6993817883939,504.9018546348184,jittering,50,False
39,4,500.0,1250.0,ces,0.6308462119317721,-0.24647264586863768,324.0930944142876,439.767263964281,297.8395986073562,505.40100348160945,jittering,50,False
40,4,510.0,1020.0,ces,0.6308462119317721,-0.24647264586863768,325.410421699925,369.17915660015,340.8236822353308,338.35263552933844,jittering,50,False
41,4,560.0,800.0,ces,0.6308462119317721,-0.24647264586863768,348.6324490844796,301.9536441650291,335.3516807174064,320.92617040370516,jittering,50,False
42,4,600.0,750.0,ces,0.6308462119317721,-0.24647264586863768,369.80026206948276,287.7496724131465,309.7317603439556,362.83529957005544,jittering,50,False
43,4,610.0,610.0,ces,0.6308462119317721,-0.24647264586863768,369.56722541810234,240.43277458189766,326.85001846068917,283.14998153931083,jittering,50,False
44,4,630.0,420.0,ces,0.6308462119317721,-0.24647264586863768,369.52584520872426,173.64943652751717,374.5374029931707,170.30839800455288,jittering,50,False
45,4,640.0,320.0,ces,0.6308462119317721,-0.24647264586863768,366.52114526514725,136.73942736742637,387.77093190672207,126.11453404663895,jittering,50,False
46,4,660.0,220.0,ces,0.6308462119317721,-0.24647264586863768,364.9567370625866,98.34775431247112,337.5487124630057,107.48376251233142,jittering,50,False
47,4,680.0,170.0,ces,0.6308462119317721,-0.24647264586863768,366.4277694487484,78.3930576378129,321.6552510020873,89.58618724947817,jittering,50,False
48,5,400.0,2000.0,ces,0.6595485292070988,0.21848253306558815,239.111167281886,804.4441635905699,245.65799393523147,771.7100303238425,jittering,50,False
49,5,420.0,1680.0,ces,0.6595485292070988,0.21848253306558815,257.326180330519,650.6952786779241,256.39322879010945,654.4270848395622,jittering,50,False
50,5,470.0,1410.0,ces,0.6595485292070988,0.21848253306558815,296.84493009874814,519.4652097037556,318.7471476374036,453.75855708778914,jittering,50,False
51,5,500.0,1250.0,ces,0.6595485292070988,0.21848253306558815,321.6817121285427,445.79571967864325,296.39065206489835,509.0233698377541,jittering,50,False
52,5,510.0,1020.0,ces,0.6595485292070988,0.21848253306558815,335.34817959437737,349.30364081124526,355.00726089448204,309.98547821103597,jittering,50,False
53,5,560.0,800.0,ces,0.6595485292070988,0.21848253306558815,379.90537097184745,257.27804146878935,338.3620110826151,316.62569845340704,jittering,50,False
54,5,600.0,750.0,ces,0.6595485292070988,0.21848253306558815,411.89524761956153,235.13094047554807,420.60133882299715,224.24832647125353,jittering,50,False
55,5,610.0,610.0,ces,0.6595485292070988,0.21848253306558815,426.8532463553695,183.1467536446305,409.27354162806563,200.72645837193437,jittering,50,False
56,5,630.0,420.0,ces,0.6595485292070988,0.21848253306558815,455.504307137305,116.33046190846335,375.0186654935398,169.98755633764014,jittering,50,False
57,5,640.0,320.0,ces,0.6595485292070988,0.21848253306558815,472.85536819342764,83.57231590328618,444.52329060296705,97.73835469851647,jittering,50,False
58,5,660.0,220.0,ces,0.6595485292070988,0.21848253306558815,501.6726005117456,52.77579982941813,499.18499898087305,53.60500033970898,jittering,50,False
59,5,680.0,170.0,ces,0.6595485292070988,0.21848253306558815,526.637449998915,38.34063750027124,545.8212325826341,33.54469185434146,jittering,50,False
60,6,400.0,2000.0,ces,0.5590456164833214,0.6028270803857732,54.567905989473324,1727.1604700526332,48.72436797657553,1756.3781601171222,jittering,50,False
61,6,420.0,1680.0,ces,0.5590456164833214,0.6028270803857732,76.20216004107077,1375.1913598357169,65.45169463037273,1418.193221478509,jittering,50,False
62,6,470.0,1410.0,ces,0.5590456164833214,0.6028270803857732,120.03752044085083,1049.8874386774476,120.72529688363896,1047.824109349083,jittering,50,False
63,6,500.0,1250.0,ces,0.5590456164833214,0.6028270803857732,155.7308216617888,860.6729458455279,141.44337281572678,896.391567960683,jittering,50,False
64,6,510.0,1020.0,ces,0.5590456164833214,0.6028270803857732,198.01544381968105,623.9691123606378,194.46376969300633,631.0724606139873,jittering,50,False
65,6,560.0,800.0,ces,0.5590456164833214,0.6028270803857732,287.85015377074564,388.7854946132205,234.28848066165926,465.3021704833439,jittering,50,False
66,6,600.0,750.0,ces,0.5590456164833214,0.6028270803857732,338.5989437806545,326.75132027418186,293.7724294958155,382.7844631302306,jittering,50,False
67,6,610.0,610.0,ces,0.5590456164833214,0.6028270803857732,393.49387719235324,216.50612280764676,376.555440187577,233.44455981242297,jittering,50,False
68,6,630.0,420.0,ces,0.5590456164833214,0.6028270803857732,485.60685495505754,96.2620966966283,497.33005156899185,88.44663228733879,jittering,50,False
69,6,640.0,320.0,ces,0.5590456164833214,0.6028270803857732,536.8471908425687,51.57640457871565,563.2706517867006,38.3646741066497,jittering,50,False
70,6,660.0,220.0,ces,0.5590456164833214,0.6028270803857732,597.9133550252285,20.695548324923834,583.3113835316537,25.562872156115407,jittering,50,False
71,6,680.0,170.0,ces,0.5590456164833214,0.6028270803857732,637.2405648463832,10.689858788404194,668.8251684455943,2.793707888601425,jittering,50,False
72,7,400.0,2000.0,ces,0.6208831466263925,0.4965292867543803,141.05619647923012,1294.7190176038491,144.53251218262045,1277.3374390868976,jittering,50,False
73,7,420.0,1680.0,ces,0.6208831466263925,0.4965292867543803,169.8256595164258,1000.6973619342969,153.24456271436534,1067.0217491425385,jittering,50,False
74,7,470.0,1410.0,ces,0.6208831466263925,0.4965292867543803,222.82968457880924,741.5109462635724,252.54859297386588,652.3542210784024,jittering,50,False
75,7,500.0,1250.0,ces,0.6208831466263925,0.4965292867543803,259.5126500876041,601.2183747809897,254.2127009275103,614.4682476812242,jittering,50,False
76,7,510.0,1020.0,ces,0.6208831466263925,0.4965292867543803,292.4924133364992,435.01517332700155,285.2342348776352,449.53153024472965,jittering,50,False
77,7,560.0,800.0,ces,0.6208831466263925,0.4965292867543803,365.1449235644822,278.36439490788257,343.48713347721986,309.30409503254305,jittering,50,False
78,7,600.0,750.0,ces,0.6208831466263925,0.4965292867543803,408.77688633972315,239.02889207534605,410.4460992162717,236.94237597966037,jittering,50,False
79,7,610.0,610.0,ces,0.6208831466263925,0.4965292867543803,443.5112773207132,166.4887226792868,497.54941810688825,112.45058189311177,jittering,50,False
80,7,630.0,420.0,ces,0.6208831466263925,0.4965292867543803,503.3309932370062,84.44600450866251,520.883065968363,72.74462268775804,jittering,50,False
81,7,640.0,320.0,ces,0.6208831466263925,0.4965292867543803,538.0429128441762,50.97854357791192,566.1784643951269,36.91076780243656,jittering,50,False
82,7,660.0,220.0,ces,0.6208831466263925,0.4965292867543803,585.6052933505738,24.798235549808737,645.0705189078113,4.976493697396229,jittering,50,False
83,7,680.0,170.0,ces,0.6208831466263925,0.4965292867543803,620.6316755989723,14.842081100256934,585.9770979602093,23.50572550994766,jittering,50,False
84,8,400.0,2000.0,ces,0.6592669643911132,-0.14017556976028125,273.9918313577219,630.0408432113906,269.51489512374036,652.4255243812981,jittering,50,False
85,8,420.0,1680.0,ces,0.6592669643911132,-0.14017556976028125,285.192615986459,539.2295360541641,277.40678503614504,570.3728598554198,jittering,50,False
86,8,470.0,1410.0,ces,0.6592669643911132,-0.14017556976028125,315.49844447581313,463.5046665725606,306.7290041354656,489.81298759360334,jittering,50,False
87,8,500.0,1250.0,ces,0.6592669643911132,-0.14017556976028125,333.1541088757403,417.11472781064924,312.1248070255775,469.68798243605613,jittering,50,False
88,8,510.0,1020.0,ces,0.6592669643911132,-0.14017556976028125,336.69230332712056,346.6153933457589,315.12242132646554,389.75515734706886,jittering,50,False
89,8,560.0,800.0,ces,0.6592669643911132,-0.14017556976028125,364.47048800457503,279.32787427917856,321.30192459872353,340.99725057325213,jittering,50,False
90,8,600.0,750.0,ces,0.6592669643911132,-0.14017556976028125,388.2602079657829,264.67474004277136,378.77823842718624,276.5272019660172,jittering,50,False
91,8,610.0,610.0,ces,0.6592669643911132,-0.14017556976028125,390.8944354920456,219.1055645079544,372.7065041178385,237.2934958821615,jittering,50,False
92,8,630.0,420.0,ces,0.6592669643911132,-0.14017556976028125,396.4325724802198,155.71161834652014,460.8885269425823,112.74098203827845,jittering,50,False
93,8,640.0,320.0,ces,0.6592669643911132,-0.14017556976028125,397.42072706246813,121.28963646876593,480.1281584218367,79.93592078908165,jittering,50,False
94,8,660.0,220.0,ces,0.6592669643911132,-0.14017556976028125,402.0511800554657,85.98293998151144,357.43445204469396,100.85518265176869,jittering,50,False
95,8,680.0,170.0,ces,0.6592669643911132,-0.14017556976028125,408.4869829814078,67.87825425464806,290.42966348370857,97.39258412907286,jittering,50,False
96,9,400.0,2000.0,ces,0.9820396225891881,0.4019675618599694,398.53984351627474,7.300782418626284,400.0,0.0,jittering,50,False
97,9,420.0,1680.0,ces,0.9820396225891881,0.4019675618599694,418.67970344998344,5.281186200066259,420.0,0.0,jittering,50,False
98,9,470.0,1410.0,ces,0.9820396225891881,0.4019675618599694,468.78162052968327,3.655138410950201,470.0,0.0,jittering,50,False
99,9,500.0,1250.0,ces,0.9820396225891881,0.4019675618599694,498.8530013579269,2.86749660518268,470.7476143844784,73.13096403880385,jittering,50,False
100,9,510.0,1020.0,ces,0.9820396225891881,0.4019675618599694,508.99268852017036,2.0146229596592775,510.0,0.0,jittering,50,False
101,9,560.0,800.0,ces,0.9820396225891881,0.4019675618599694,559.1174581289464,1.2607741015051488,560.0,0.0,jittering,50,False
102,9,600.0,750.0,ces,0.9820396225891881,0.4019675618599694,599.1354741021464,1.0806573723169777,564.5818993355948,44.27262583050653,jittering,50,False
103,9,610.0,610.0,ces,0.9820396225891881,0.4019675618599694,609.2433314512646,0.7566685487354334,573.9988440714626,36.00115592853735,jittering,50,False
104,9,630.0,420.0,ces,0.9820396225891881,0.4019675618599694,629.4047695077154,0.3968203281897331,630.0,0.0,jittering,50,False
105,9,640.0,320.0,ces,0.9820396225891881,0.4019675618599694,639.5015527999944,0.24922360000277877,611.8667769950598,14.0666115024701,jittering,50,False
106,9,660.0,220.0,ces,0.9820396225891881,0.4019675618599694,659.6085249751811,0.13049167493962463,626.2641122843734,11.24529590520888,jittering,50,False
107,9,680.0,170.0,ces,0.9820396225891881,0.4019675618599694,679.6675420315485,0.08311449211288391,645.0170431909294,8.745739202267666,jittering,50,False
108,10,400.0,2000.0,ces,0.6318249021375468,-0.042299248369509684,256.7445385199038,716.2773074004809,254.1333644005348,729.333177997326,jittering,50,False
109,10,420.0,1680.0,ces,0.6318249021375468,-0.042299248369509684,268.70633512529605,605.1746594988158,274.8711306666555,580.515477333378,jittering,50,False
110,10,470.0,1410.0,ces,0.6318249021375468,-0.042299248369509684,299.42853840036355,511.71438479890935,280.5688792162884,568.2933623511348,jittering,50,False
111,10,500.0,1250.0,ces,0.6318249021375468,-0.042299248369509684,317.6847675236219,455.7880811909453,329.40512222141166,426.4871944464709,jittering,50,False
112,10,510.0,1020.0,ces,0.6318249021375468,-0.042299248369509684,322.9671808296873,374.06563834062536,299.9418311336699,420.1163377326602,jittering,50,False
113,10,560.0,800.0,ces,0.6318249021375468,-0.042299248369509684,352.8515411223698,295.92636982518604,325.5333709106014,334.95232727056947,jittering,50,False
114,10,600.0,750.0,ces,0.6318249021375468,-0.042299248369509684,377.29685858098634,278.37892677376703,344.3131752793382,319.6085309008272,jittering,50,False
115,10,610.0,610.0,ces,0.6318249021375468,-0.042299248369509684,382.29432034523984,227.70567965476016,389.70954329075306,220.29045670924694,jittering,50,False
116,10,630.0,420.0,ces,0.6318249021375468,-0.042299248369509684,392.3983551733569,158.4010965510954,317.3594539445742,208.42703070361716,jittering,50,False
117,10,640.0,320.0,ces,0.6318249021375468,-0.042299248369509684,396.86919163180863,121.56540418409568,458.50521376216614,90.7473931189169,jittering,50,False
118,10,660.0,220.0,ces,0.6318249021375468,-0.042299248369509684,406.70796535405094,84.43067821531635,474.1406808550453,61.953106381651565,jittering,50,False
119,10,680.0,170.0,ces,0.6318249021375468,-0.042299248369509684,417.15242670930326,65.71189332267419,433.67606754122806,61.580983114692984,jittering,50,False
120,11,400.0,2000.0,ces,0.7205030610267558,-0.09803619504785807,292.90300756296233,535.4849621851884,286.73341364878394,566.3329317560804,jittering,50,False
121,11,420.0,1680.0,ces,0.7205030610267558,-0.09803619504785807,305.90005486096084,456.39978055615666,308.37066408018796,446.5173436792481,jittering,50,False
122,11,470.0,1410.0,ces,0.7205030610267558,-0.09803619504785807,339.914150681526,390.257547955422,356.62068691386895,340.1379392583931,jittering,50,False
123,11,500.0,1250.0,ces,0.7205030610267558,-0.09803619504785807,359.97566693498027,350.06083266254933,379.71699165293353,300.7075208676661,jittering,50,False
124,11,510.0,1020.0,ces,0.7205030610267558,-0.09803619504785807,365.11761403230537,289.76477193538926,340.28963224214203,339.42073551571593,jittering,50,False
125,11,560.0,800.0,ces,0.7205030610267558,-0.09803619504785807,397.4698926519274,232.1858676401037,413.1580931541063,209.77415263699098,jittering,50,False
126,11,600.0,750.0,ces,0.7205030610267558,-0.09803619504785807,424.38336714200284,219.52079107249645,412.0466890731678,234.94163865854026,jittering,50,False
127,11,610.0,610.0,ces,0.7205030610267558,-0.09803619504785807,428.9301027110929,181.0698972889071,394.9513177851054,215.0486822148946,jittering,50,False
128,11,630.0,420.0,ces,0.7205030610267558,-0.09803619504785807,438.1983130089513,127.86779132736581,524.8169205230037,70.12205298466421,jittering,50,False
129,11,640.0,320.0,ces,0.7205030610267558,-0.09803619504785807,441.6554578645478,99.17227106772609,452.348050543045,93.82597472847749,jittering,50,False
130,11,660.0,220.0,ces,0.7205030610267558,-0.09803619504785807,450.3124650570686,69.89584498097713,451.0433316099206,69.65222279669314,jittering,50,False
131,11,680.0,170.0,ces,0.7205030610267558,-0.09803619504785807,460.15461313260516,54.96134671684871,477.02021348596077,50.74494662850981,jittering,50,False
132,12,400.0,2000.0,ces,0.8049354047112538,0.8483045556531663,234.03562738721314,829.8218630639343,234.51797567878603,827.4101216060699,jittering,50,False
133,12,420.0,1680.0,ces,0.8049354047112538,0.8483045556531663,348.9505267893876,284.1978928424496,358.61940267425445,245.52238930298222,jittering,50,False
134,12,470.0,1410.0,ces,0.8049354047112538,0.8483045556531663,451.59771054305514,55.20686837083457,457.0151951908841,38.95441442734767,jittering,50,False
135,12,500.0,1250.0,ces,0.8049354047112538,0.8483045556531663,492.75633298317763,18.10916754205593,500.0,0.0,jittering,50,False
136,12,510.0,1020.0,ces,0.8049354047112538,0.8483045556531663,507.8564611639659,4.2870776720682215,510.0,0.0,jittering,50,False
137,12,560.0,800.0,ces,0.8049354047112538,0.8483045556531663,559.64014420984,0.514079700228649,560.0,0.0,jittering,50,False
138,12,600.0,750.0,ces,0.8049354047112538,0.8483045556531663,599.8172158386748,0.22848020165653793,600.0,2.7755575615628914e-17,jittering,50,False
139,12,610.0,610.0,ces,0.8049354047112538,0.8483045556531663,609.9466326568224,0.05336734317756964,610.0,0.0,jittering,50,False
140,12,630.0,420.0,ces,0.8049354047112538,0.8483045556531663,629.9942905982173,0.003806267855149296,630.0,0.0,jittering,50,False
141,12,640.0,320.0,ces,0.8049354047112538,0.8483045556531663,639.9988392029355,0.000580398532235904,612.9113715567514,13.54431422162427,jittering,50,False
142,12,660.0,220.0,ces,0.8049354047112538,0.8483045556531663,659.9998760086991,4.133043364618061e-05,660.0,0.0,jittering,50,False
143,12,680.0,170.0,ces,0.8049354047112538,0.8483045556531663,679.999974433023,6.3917442503225175e-06,654.079483853742,6.480129036564503,jittering,50,False
144,13,400.0,2000.0,ces,0.9318106482849804,-0.09458685977809667,370.431556320044,147.84221839977988,395.514000616056,22.429996919719727,jittering,50,False
145,13,420.0,1680.0,ces,0.9318106482849804,-0.09458685977809667,388.3941493896014,126.42340244159436,369.2194397993673,203.1222408025307,jittering,50,False
146,13,470.0,1410.0,ces,0.9318106482849804,-0.09458685977809667,433.8098348023118,108.5704955930646,455.66699317305887,42.99902048082332,jittering,50,False
147,13,500.0,1250.0,ces,0.9318106482849804,-0.09458685977809667,460.9362154324693,97.6594614188268,459.30607344734125,101.73481638164691,jittering,50,False
148,13,510.0,1020.0,ces,0.9318106482849804,-0.09458685977809667,469.44086444835006,81.11827110329989,456.0613266612261,107.87734667754783,jittering,50,False
149,13,560.0,800.0,ces,0.9318106482849804,-0.09458685977809667,514.2578925803024,65.34586774242517,512.4853891396187,67.87801551483031,jittering,50,False
150,13,600.0,750.0,ces,0.9318106482849804,-0.09458685977809667,550.4687646480389,61.91404418995134,543.7220963155842,70.34737960551985,jittering,50,False
151,13,610.0,610.0,ces,0.9318106482849804,-0.09458685977809667,558.7451940676694,51.254805932330555,537.8969235776348,72.10307642236529,jittering,50,False
152,13,630.0,420.0,ces,0.9318106482849804,-0.09458685977809667,575.3408780399438,36.439414640037434,569.6852407228262,40.20983951811589,jittering,50,False
153,13,640.0,320.0,ces,0.9318106482849804,-0.09458685977809667,583.1996464010333,28.400176799483347,609.2687751202363,15.36561243988185,jittering,50,False
154,13,660.0,220.0,ces,0.9318106482849804,-0.09458685977809667,599.5272977228345,20.157567425721822,570.1154476695681,29.961517443477298,jittering,50,False
155,13,680.0,170.0,ces,0.9318106482849804,-0.09458685977809667,616.2734722810396,15.931631929740092,607.2960383774492,18.175990405637677,jittering,50,False
156,14,400.0,2000.0,ces,0.9318788353872922,0.875810772532421,399.97582450547975,0.1208774726012507,400.0,0.0,jittering,50,False
157,14,420.0,1680.0,ces,0.9318788353872922,0.875810772532421,419.9947379624065,0.02104815037409935,411.9398807522006,32.24047699119745,jittering,50,False
158,14,470.0,1410.0,ces,0.9318788353872922,0.875810772532421,469.9992256973285,0.002322908014548375,470.0,0.0,jittering,50,False
159,14,500.0,1250.0,ces,0.9318788353872922,0.875810772532421,499.99977229151955,0.0005692712011295953,500.0,0.0,jittering,50,False
160,14,510.0,1020.0,ces,0.9318788353872922,0.875810772532421,509.99995185535306,9.628929387872631e-05,498.2543897449412,23.49122051011761,jittering,50,False
161,14,560.0,800.0,ces,0.9318788353872922,0.875810772532421,559.9999950723751,7.0394641430279345e-06,560.0,0.0,jittering,50,False
162,14,600.0,750.0,ces,0.9318788353872922,0.875810772532421,599.9999979411324,2.5735845099461585e-06,600.0,0.0,jittering,50,False
163,14,610.0,610.0,ces,0.9318788353872922,0.875810772532421,609.9999995661142,4.338858161645476e-07,551.2295808738251,58.77041912617492,jittering,50,False
164,14,630.0,420.0,ces,0.9318788353872922,0.875810772532421,629.9999999743226,1.7118281903094612e-08,610.8003462440366,12.799769170642215,jittering,50,False
165,14,640.0,320.0,ces,0.9318788353872922,0.875810772532421,639.9999999965701,1.7149659470305778e-09,557.4852858980458,41.25735705097707,jittering,50,False
166,14,660.0,220.0,ces,0.9318788353872922,0.875810772532421,659.9999999997973,6.75678772192138e-11,590.4614127402452,23.17952908658491,jittering,50,False
167,14,680.0,170.0,ces,0.9318788353872922,0.875810772532421,679.9999999999725,6.87805368215777e-12,680.0,0.0,jittering,50,False
168,15,400.0,2000.0,ces,0.8374406566748476,-0.20707484061848322,334.6967537026474,326.51623148676293,332.85200283322524,335.73998583387373,jittering,50,False
169,15,420.0,1680.0,ces,0.8374406566748476,-0.20707484061848322,349.2068780082303,283.1724879670787,351.45108773135644,274.1956490745743,jittering,50,False
170,15,470.0,1410.0,ces,0.8374406566748476,-0.20707484061848322,387.47503295691104,247.5749011292669,363.51100054079245,319.46699837762253,jittering,50,False
171,15,500.0,1250.0,ces,0.8374406566748476,-0.20707484061848322,409.92068281956864,225.1982929510784,399.6957950464161,250.76051238395976,jittering,50,False
172,15,510.0,1020.0,ces,0.8374406566748476,-0.20707484061848322,415.2001303157156,189.59973936856875,449.94038234682773,120.1192353063445,jittering,50,False
173,15,560.0,800.0,ces,0.8374406566748476,-0.20707484061848322,450.9254539308764,155.82078009874797,429.0615837870905,187.05488030415643,jittering,50,False
174,15,600.0,750.0,ces,0.8374406566748476,-0.20707484061848322,480.9636741582174,148.79540730222828,468.84938686561753,163.93826641797807,jittering,50,False
175,15,610.0,610.0,ces,0.8374406566748476,-0.20707484061848322,485.2232100117189,124.77678998828111,545.1842853276358,64.81571467236412,jittering,50,False
176,15,630.0,420.0,ces,0.8374406566748476,-0.20707484061848322,493.8553380103426,90.76310799310492,512.854776647327,78.0968155684487,jittering,50,False
177,15,640.0,320.0,ces,0.8374406566748476,-0.20707484061848322,496.26876253358694,71.86561873320653,510.3239850654666,64.83800746726669,jittering,50,False
178,15,660.0,220.0,ces,0.8374406566748476,-0.20707484061848322,503.6297240005543,52.12342533314857,507.0748167277903,50.975061090736574,jittering,50,False
179,15,680.0,170.0,ces,0.8374406566748476,-0.20707484061848322,512.7454261364569,41.813643465885775,495.6589517934269,46.08526205164326,jittering,50,False
180,16,400.0,2000.0,ces,0.8299371739797156,0.31994370126043153,331.3281840200836,343.359079899582,344.5630726461685,277.1846367691574,jittering,50,False
181,16,420.0,1680.0,ces,0.8299371739797156,0.31994370126043153,353.95047001182303,264.1981199527079,366.373094601263,214.50762159494798,jittering,50,False
182,16,470.0,1410.0,ces,0.8299371739797156,0.31994370126043153,404.13245483408275,197.60263549775175,391.0694370044935,236.79168898651946,jittering,50,False
183,16,500.0,1250.0,ces,0.8299371739797156,0.31994370126043153,434.93857733870215,162.65355665324464,461.5162891248296,96.20927718792599,jittering,50,False
184,16,510.0,1020.0,ces,0.8299371739797156,0.31994370126043153,449.4659773209459,121.06804535810818,474.3284542339348,71.3430915321304,jittering,50,False
185,16,560.0,800.0,ces,0.8299371739797156,0.31994370126043153,502.2592630134497,82.48676712364329,482.22006757838903,111.11418917372995,jittering,50,False
186,16,600.0,750.0,ces,0.8299371739797156,0.31994370126043153,541.5347962809524,73.08150464880953,545.4066212068722,68.24172349140986,jittering,50,False
187,16,610.0,610.0,ces,0.8299371739797156,0.31994370126043153,555.9592750996283,54.04072490037174,504.9513401478266,105.04865985217339,jittering,50,False
188,16,630.0,420.0,ces,0.8299371739797156,0.31994370126043153,583.1596016623382,31.226932225107856,588.474659853344,27.6835600977707,jittering,50,False
